"","grant_id","start_date","end_date","recipient_id","recipient_name","recipient_country","Africa","Asia","World","SouthAmerica","NorthAmerica","Europe","Oceania","duration_days","duration_years","amount"
"1030",48591,2011-11-06,2013-12-31,136533,"INCLEN, Inc.","United States of America",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,786,2.15342465753425,722704
"1031",48592,2011-11-02,2013-12-31,136536,"Drugs for Neglected Diseases initiative","Switzerland",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,790,2.16438356164384,2000000
"1032",48593,2011-11-23,2013-12-31,136539,"Columbia Legal Services","United States of America",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,769,2.10684931506849,180000
"1033",48594,2011-10-31,2013-11-30,136542,"Seattle Biomedical Research Institute","United States of America",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,761,2.08493150684932,379820
"1034",48595,2011-10-04,2012-08-31,136545,"LEV Foundation","United States of America",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,332,0.90958904109589,1827760
"1035",48596,2012-04-13,2016-07-31,136548,"Catholic Relief Services","United States of America",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1570,4.3013698630137,2999575
"1036",48597,2012-11-01,2015-08-31,136551,"International Bank for Reconstruction and Development","United States of America",TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,1033,2.83013698630137,2897591
"1037",48598,2011-06-22,2011-08-22,136554,"Pacific Science Center Foundation","United States of America",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,61,0.167123287671233,10000
"1038",48599,2011-07-21,2012-10-01,136557,"Council of State Governments","United States of America",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,438,1.2,369623
"1039",48600,2011-09-06,2012-03-31,136560,"Advanced Programs Initiative, Inc.","United States of America",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,207,0.567123287671233,80000
"1040",48601,2011-07-19,2012-12-31,136563,"Pangaea Global AIDS Foundation","United States of America",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,531,1.45479452054795,211105
"1041",48602,2011-09-06,2012-04-30,136566,"Tennessee Department of Education","United States of America",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,237,0.649315068493151,175000
"1042",48603,2011-07-28,2012-04-30,136569,"Organisation for Economic Co-operation and Development (OECD)","France",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,277,0.758904109589041,180000
"1043",48604,2011-06-22,2011-07-15,136572,"Leadership Tomorrow","United States of America",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,23,0.063013698630137,2500
"1044",48605,2011-11-10,2013-10-31,136575,"Consorcio de Investigaciu00c3u00b3n sobre VIH SIDA TB CISIDAT, A.C","Mexico",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,721,1.97534246575342,3499904
"1045",48606,2012-05-08,2014-04-30,136578,"End Fund, Inc.","United States of America",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,722,1.97808219178082,2000000
"1046",48607,2011-11-09,2013-10-31,136581,"New York Charter Schools Association Inc","United States of America",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,722,1.97808219178082,858845
"1047",48608,2011-10-04,2013-12-31,136584,"The Seattle Foundation","United States of America",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,819,2.24383561643836,150000
"1048",48609,2011-08-30,2013-06-15,136587,"New Futures","United States of America",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,655,1.79452054794521,75000
"1049",48610,2011-10-24,2013-10-31,136590,"World Health Organization","Switzerland",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,738,2.02191780821918,10000000
"1050",48611,2011-10-24,2014-12-31,136593,"World Health Organization","Switzerland",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,1164,3.18904109589041,5000000
"1051",48612,2011-10-31,2014-10-31,136596,"Family Health International","United States of America",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,1096,3.0027397260274,2300000
"1052",48613,2011-08-05,2014-09-01,136599,"InterIm Community Development Association","United States of America",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,1123,3.07671232876712,250000
"1053",48614,2011-08-30,2014-09-01,136602,"Salvation Army & Its Components","United States of America",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,1098,3.00821917808219,250000
"1054",48615,2011-10-27,2012-09-30,136605,"Economic Opportunity Institute","United States of America",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,339,0.928767123287671,100000
"1055",48616,2011-09-29,2013-11-30,136608,"The Royal Institute of International Affairs","United Kingdom of Great Britain and Northern Ireland",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,793,2.17260273972603,191935
"1056",48617,2011-09-16,2014-08-31,136611,"Emory University","United States of America",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,1080,2.95890410958904,1095358
"1057",48618,2011-09-09,2012-09-30,136614,"Cooperative for Assistance and Relief Everywhere, Inc.","United States of America",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,387,1.06027397260274,499756
"1058",48619,2011-10-31,2013-09-30,136617,"Innovations for Poverty Action A New Jersey Nonprofit Corporation","United States of America",FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,700,1.91780821917808,816556
"1059",48620,2011-06-24,2012-07-31,136620,"Lutheran World Relief","United States of America",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,403,1.1041095890411,500000
"1060",48621,2011-11-07,2012-05-31,136623,"Arizona State University Foundation for A New American University","United States of America",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,206,0.564383561643836,151019
"1061",48622,2011-08-03,2013-06-30,136626,"Oxfam-America Inc","United States of America",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,697,1.90958904109589,1390190
"1062",48623,2011-07-07,2011-07-31,136629,"The Corps Network","United States of America",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,24,0.0657534246575342,37900
"1063",48624,2011-10-14,2013-10-01,136632,"International Planned Parenthood Federation Worldwide Inc","United States of America",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,718,1.96712328767123,250000
"1064",48625,2011-10-04,2012-12-16,136635,"Foundation for the National Institutes of Health Inc","United States of America",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,439,1.2027397260274,109313
"1065",48626,2011-08-03,2011-10-31,136638,"Jobs for the Future Inc.","United States of America",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,89,0.243835616438356,47000
"1066",48627,2011-10-17,2015-09-30,136641,"Guttmacher Institute, Inc.","United States of America",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,1444,3.95616438356164,700000
"1067",48628,2011-09-29,2012-12-31,136644,"Regents of the University of California, San Francisco Campus","United States of America",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,459,1.25753424657534,200000
"1068",48629,2011-08-09,2014-09-01,136647,"Kalispel Tribe of Indians","United States of America",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,1119,3.06575342465753,202853
"1069",48630,2011-08-23,2014-08-15,136650,"Spokane Tribe of Indians","United States of America",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,1088,2.98082191780822,225000
"1070",48631,2011-08-08,2014-09-01,136653,"Grant County","United States of America",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,1120,3.06849315068493,250000
"1071",48632,2011-08-08,2014-09-01,136656,"Crisis Support Network","United States of America",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,1120,3.06849315068493,250000
"1072",48633,2011-08-08,2014-09-01,136659,"Healthy Families of Clallam County","United States of America",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,1120,3.06849315068493,250000
"1073",48634,2012-08-24,2016-10-31,136662,"Ville de Dakar","Senegal",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1529,4.18904109589041,4999406
"1074",48635,2011-11-10,2015-10-16,136665,"United Nations Framework Convention on Climate Change","Germany",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,1436,3.93424657534247,3000265
"1075",48636,2011-09-07,2013-09-30,136668,"New America Foundation","United States of America",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,754,2.06575342465753,600000
"1076",48637,2011-12-14,2014-12-31,136671,"Community Center for Education Results","United States of America",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,1113,3.04931506849315,2342000
"1077",48638,2011-12-14,2014-12-31,136674,"Community Center for Education Results","United States of America",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,1113,3.04931506849315,350179
"1078",48639,2011-11-04,2016-02-29,136677,"Universidad Politu00c3u00a9cnica de Madrid","Spain",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,1578,4.32328767123288,2927139
"1079",48640,2011-09-28,2014-09-30,136680,"International Development Law Organization","Italy",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,1098,3.00821917808219,1200000
"1080",48641,2011-11-03,2014-12-31,136683,"Freedom Writers Foundation","United States of America",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,1154,3.16164383561644,300000
"1081",48642,2011-10-25,2012-10-31,136686,"Microbicides Conference Organisers Ltd.","Australia",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,372,1.01917808219178,444079
"1082",48643,2011-10-21,2014-10-31,136689,"PATH Vaccine Solutions","United States of America",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,1106,3.03013698630137,4959794
"1083",48644,2012-03-28,2014-12-31,136692,"University of Dundee","United Kingdom of Great Britain and Northern Ireland",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,1008,2.76164383561644,357457
"1084",48645,2011-11-09,2013-12-31,136695,"New Venture Fund","United States of America",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,783,2.14520547945205,1704418
"1085",48646,2011-11-09,2014-04-30,136698,"New Venture Fund","United States of America",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,903,2.47397260273973,2114458
"1086",48647,2011-11-15,2014-12-31,136701,"Beijing Tiantan Biological Products Co. Ltd.","China",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,1142,3.12876712328767,7350000
"1087",48648,2011-09-29,2013-04-30,136704,"Centre Hospitalier de l'Universite de Montreal","Canada",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,579,1.58630136986301,100000
"1088",48649,2011-09-20,2015-06-30,136707,"World Health Organization","Switzerland",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,1379,3.77808219178082,878454
"1089",48650,2011-09-02,2012-06-30,136710,"World Health Organization","Switzerland",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,302,0.827397260273973,115000
"1090",48651,2011-08-19,2012-07-01,136713,"American Society for Microbiology","United States of America",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,317,0.868493150684931,50000
"1091",48652,2011-07-15,2011-08-14,136716,"Bike Works Seattle","United States of America",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,30,0.0821917808219178,10000
"1092",48653,2011-07-08,2012-07-08,136719,"Save the Children Federation Inc","United States of America",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,366,1.0027397260274,800000
"1093",48654,2011-08-11,2014-09-01,136722,"Lummi Nation Service Organization","United States of America",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,1117,3.06027397260274,250000
"1094",48655,2012-04-24,2014-06-30,136725,"University of Lausanne","Switzerland",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,797,2.18356164383562,1871538
"1095",48656,2011-07-11,2011-07-27,136728,"BIO Ventures for Global Health","United States of America",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,16,0.0438356164383562,10000
"1096",48657,2011-10-07,2013-08-31,136731,"Third Sector New England, Inc.","United States of America",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,694,1.9013698630137,250000
"1097",48658,2011-11-18,2014-10-31,136734,"Council for a Strong America","United States of America",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,1078,2.95342465753425,531000
"1098",48659,2011-10-11,2013-09-30,136737,"Jefferson County Board of Education","United States of America",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,720,1.97260273972603,210360
"1099",48660,2011-07-14,2012-07-31,136740,"International Rescue Committee Inc","United States of America",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,383,1.04931506849315,900000
"1100",48661,2011-11-15,2014-10-31,136743,"Philanthropy Northwest","United States of America",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,1081,2.96164383561644,552425
"1101",48662,2011-08-15,2011-12-30,136746,"Medicines for Malaria Venture","Switzerland",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,137,0.375342465753425,10000
"1102",48663,2012-05-17,2015-04-30,136749,"Board of Governors of Colorado State University","United States of America",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,1078,2.95342465753425,1000000
"1103",48664,2011-09-30,2013-10-31,136752,"Regents of the University of Colorado","United States of America",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,762,2.08767123287671,100000
"1104",48665,2011-09-30,2013-10-31,136755,"Regents of the University of Colorado","United States of America",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,762,2.08767123287671,5000
"1105",48666,2011-09-27,2013-10-31,136758,"University of Delaware","United States of America",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,765,2.0958904109589,100000
"1106",48667,2011-08-26,2012-08-31,136761,"National Academy of Sciences","United States of America",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,371,1.01643835616438,125000
"1107",48668,2011-10-19,2013-04-30,136764,"The Board of Trustees for the University of Alabama","United States of America",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,559,1.53150684931507,100000
"1108",48669,2011-10-10,2013-10-31,136767,"Regents of the University of California","United States of America",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,752,2.06027397260274,100000
"1109",48670,2011-10-31,2014-11-01,136770,"Imperial College of Science, Technology and Medicine","United Kingdom of Great Britain and Northern Ireland",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,1097,3.00547945205479,1452084
"1110",48671,2012-08-13,2016-08-31,136773,"Queen Mary & Westfield College","United Kingdom of Great Britain and Northern Ireland",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,1479,4.05205479452055,990225
"1111",48672,2011-10-05,2013-10-31,136776,"Arizona Board of Regents","United States of America",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,757,2.07397260273973,100000
"1112",48673,2011-11-01,2013-04-30,136779,"Diagnostics For All Inc.","United States of America",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,546,1.4958904109589,100000
"1113",48674,2011-10-14,2013-10-31,136782,"Board of Trustees of the Leland Stanford Junior University","United States of America",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,748,2.04931506849315,100000
"1114",48675,2012-04-06,2015-03-31,136785,"Oregon Health & Science University","United States of America",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,1089,2.98356164383562,999998
"1115",48676,2011-10-03,2013-05-01,136788,"University of Eastern Africa, Baraton","Kenya",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,576,1.57808219178082,100000
"1116",48677,2011-11-01,2013-04-30,136791,"Essentient, Inc.","United States of America",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,546,1.4958904109589,100000
"1117",48678,2011-07-18,2011-08-18,136794,"Love in the Name of Christ of Mason County","United States of America",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,31,0.0849315068493151,2400
"1118",48679,2012-06-27,2014-06-30,136797,"Tetragenetics, Inc.","United States of America",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,733,2.00821917808219,826426
"1119",48680,2011-09-30,2013-04-30,136800,"Makerere University","Uganda",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,578,1.58356164383562,100000
"1120",48681,2012-05-01,2014-10-31,136803,"Queen Mary & Westfield College","United Kingdom of Great Britain and Northern Ireland",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,913,2.5013698630137,989352
"1121",48682,2011-09-27,2013-10-31,136806,"San Diego State University Foundation","United States of America",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,765,2.0958904109589,100000
"1122",48683,2011-11-07,2013-07-30,136809,"World Health Organization","Switzerland",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,631,1.72876712328767,423627
"1123",48684,2011-10-08,2013-04-30,136812,"New Life International, Inc.","United States of America",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,570,1.56164383561644,100000
"1124",48686,2012-03-27,2015-03-31,136818,"Children's Hospital Corporation","United States of America",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,1099,3.01095890410959,999990
"1125",48687,2011-09-14,2013-02-28,136821,"Colorado Department of Higher Education","United States of America",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,533,1.46027397260274,1000000
"1126",48688,2012-06-04,2014-06-30,136824,"Hervana Bio Ltd.","Israel",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,756,2.07123287671233,997361
"1127",48689,2012-01-05,2012-02-05,136827,"The Aspen Institute Inc","United States of America",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,31,0.0849315068493151,50000
"1128",48690,2011-09-29,2013-10-31,136830,"Children for Breastfeeding, Inc.","Philippines",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,763,2.09041095890411,100000
"1129",48691,2012-01-01,2015-03-31,136833,"Next Dimension Technologies, Inc.","United States of America",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,1185,3.24657534246575,1000000
"1130",48692,2011-09-27,2013-02-28,136836,"University System of Georgia","United States of America",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,520,1.42465753424658,1000000
"1131",48693,2011-10-20,2013-10-31,136839,"International Centre for Genetic Engineering and Biotechnology","India",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,742,2.03287671232877,477754
"1132",48696,2011-09-23,2013-02-28,136848,"Maryland Higher Education Commission","United States of America",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,524,1.43561643835616,1000000
"1133",48700,2012-04-03,2014-10-31,136860,"Swiss Tropical & Public Health Institute","Switzerland",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,941,2.57808219178082,999999
"1134",48701,2011-10-14,2013-10-31,136863,"Yale University","United States of America",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,748,2.04931506849315,100000
"1135",48702,2011-11-15,2014-10-30,136866,"Universitu00c3u00a9 Pierre et Marie Curie","France",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,1080,2.95890410958904,325618
"1136",48703,2011-11-15,2014-10-30,136869,"Universitu00c3u00a9 Pierre et Marie Curie","France",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,1080,2.95890410958904,1033882
"1137",48704,2011-10-04,2013-10-31,136872,"The University of Edinburgh","United Kingdom of Great Britain and Northern Ireland",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,758,2.07671232876712,100000
"1138",48705,2011-10-07,2013-04-30,136875,"Massachusetts Institute of Technology","United States of America",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,571,1.56438356164384,100000
"1139",48706,2011-10-06,2013-04-30,136878,"Trustees of Columbia University in the City of New York","United States of America",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,572,1.56712328767123,100000
"1140",48707,2011-10-12,2013-10-31,136881,"Trustees of Purdue University","United States of America",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,750,2.05479452054795,100000
"1141",48708,2011-10-19,2013-10-31,136884,"Nemours Childrenu00e2u0080u0099s Hospital, of the Nemours Foundation","United States of America",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,743,2.03561643835616,100000
"1142",48709,2011-10-06,2013-10-31,136887,"Virginia Polytechnic Institute and State University","United States of America",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,756,2.07123287671233,100000
"1143",48710,2012-04-16,2014-10-31,136890,"Board of Trustees of the University of Illinois","United States of America",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,928,2.54246575342466,100000
"1144",48711,2011-09-30,2013-10-31,136893,"Northwestern University","United States of America",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,762,2.08767123287671,100000
"1145",48712,2011-10-18,2013-04-30,136896,"Seattle Children's Hospital","United States of America",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,560,1.53424657534247,100000
"1146",48713,2011-10-21,2013-12-31,136899,"Alliance for Education","United States of America",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,802,2.1972602739726,760100
"1147",48714,2011-10-10,2013-04-30,136902,"Egerton University","Kenya",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,568,1.55616438356164,100000
"1148",48715,2011-07-26,2011-11-07,136905,"Child Care Resources","United States of America",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,104,0.284931506849315,5000
"1149",48716,2011-08-10,2011-10-09,136908,"Southwest Youth and Family Services","United States of America",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,60,0.164383561643836,5000
"1150",48717,2012-11-12,2017-10-31,136911,"Innovations for Poverty Action A New Jersey Nonprofit Corporation","United States of America",TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,1814,4.96986301369863,3500000
"1151",48718,2011-10-31,2014-10-31,136914,"Research Foundation of State University of New York","United States of America",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,1096,3.0027397260274,1169697
"1152",48719,2011-11-18,2014-10-31,136917,"Centers for Disease Control and Prevention","United States of America",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,1078,2.95342465753425,1682661
"1153",48720,2011-11-15,2014-10-31,136920,"Public Health England","United Kingdom of Great Britain and Northern Ireland",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,1081,2.96164383561644,2096442
"1154",48721,2012-05-01,2014-05-01,136923,"Public Radio International Inc","United States of America",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,730,2,1615000
"1155",48722,2011-12-20,2014-12-31,136926,"Educause","United States of America",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,1107,3.03287671232877,5727043
"1156",48723,2011-11-11,2013-02-28,136929,"Lyrasis, Inc.","United States of America",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,475,1.3013698630137,344537
"1157",48724,2011-10-05,2014-09-30,136932,"University College London","United Kingdom of Great Britain and Northern Ireland",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1091,2.98904109589041,1499182
"1158",48725,2011-10-05,2014-09-30,136935,"University College London","United Kingdom of Great Britain and Northern Ireland",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1091,2.98904109589041,664899
"1159",48726,2011-11-07,2012-10-31,136938,"Hillsborough County Council of PTA/PTSAs","United States of America",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,359,0.983561643835616,25000
"1160",48727,2011-11-10,2012-12-31,136941,"James B. Hunt, Jr. Institute for Educational Leadership and Policy Foundation, Inc.","United States of America",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,417,1.14246575342466,500906
"1161",48728,2011-09-26,2012-06-29,136944,"World Health Organization","Switzerland",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,277,0.758904109589041,142945
"1162",48729,2011-10-05,2013-04-30,136947,"Washington University","United States of America",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,573,1.56986301369863,100000
"1163",48730,2011-09-23,2013-04-30,136950,"Rechar inc","United States of America",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,585,1.6027397260274,100000
"1164",48731,2011-09-23,2013-04-30,136953,"Rechar inc","United States of America",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,585,1.6027397260274,30000
"1165",48732,2011-10-19,2013-04-30,136956,"Alianza para la innovaciu00c3u00b3n en integridad de infraestructura y ductos A.C","Mexico",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,559,1.53150684931507,100000
"1166",48733,2011-09-23,2013-10-31,136959,"Brighton Development, LLC","United States of America",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,769,2.10684931506849,100000
"1167",48734,2011-10-10,2013-10-31,136962,"University College London","United Kingdom of Great Britain and Northern Ireland",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,752,2.06027397260274,100000
"1168",48735,2011-10-10,2014-06-30,136965,"University College London","United Kingdom of Great Britain and Northern Ireland",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,994,2.72328767123288,4200
"1169",48736,2011-09-29,2013-04-30,136968,"Frontier Environmental Technology, LLC","United States of America",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,579,1.58630136986301,100000
"1170",48737,2011-09-29,2013-04-30,136971,"Frontier Environmental Technology, LLC","United States of America",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,579,1.58630136986301,20000
"1171",48738,2011-07-29,2011-08-31,136974,"City Club","United States of America",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,33,0.0904109589041096,5000
"1172",48739,2011-09-26,2013-04-30,136977,"American Environmental Systems, Inc.","United States of America",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,582,1.59452054794521,100000
"1173",48740,2011-09-26,2013-04-30,136980,"American Environmental Systems, Inc.","United States of America",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,582,1.59452054794521,25412
"1174",48741,2011-07-26,2011-08-25,136983,"Seattle Works","United States of America",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,30,0.0821917808219178,2500
"1175",48742,2011-09-27,2013-04-30,136986,"Shijiazhuang University of Economics","China",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,581,1.59178082191781,100000
"1176",48743,2011-09-27,2013-04-30,136989,"Shijiazhuang University of Economics","China",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,581,1.59178082191781,25100
"1177",48744,2011-11-01,2013-04-30,136992,"Universitat Autu00c3u00b2noma de Barcelona","Spain",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,546,1.4958904109589,100000
"1178",48745,2011-10-04,2013-04-30,136995,"Universidad Nacional Autonoma de Mexico","Mexico",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,574,1.57260273972603,100000
"1179",48746,2011-09-27,2013-04-30,136998,"Plymouth Marine Laboratory","United Kingdom of Great Britain and Northern Ireland",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,581,1.59178082191781,100000
